english,chinese,category
register,v./n. 登记；注册,四级
regulate,vt. 管理；调节,四级
regulate,v. 调节；规范,雅思
reinforce,v. 加强；强化,雅思
reinforce,vt. 增强；加强,四级
reject,v. 拒绝；否决,雅思
reject,vt. 拒绝,四级
release,vt./n. 释放；排放；解释解脱,四级
relevant,α. 与……有关的,六级
religion,n. 宗教；宗教信仰,四级
religious,a. 宗教的,四级
rely,v. 依赖；依靠,雅思
remain,v. 停留；依旧是,六级
remarkable,a. 值得注意的；异常的；非凡的,四级
remedy,n./vt. 补救；医治；治疗,四级
remote,a. 遥远的；偏僻的,四级
removal,n. 除去；消除,四级
render,vt. 使得；致使,四级
repel,v. 抗御；抵拒,六级
repetition,n. 重复；反复,四级
reputation,n. 名声；声望,六级
rescue,v. 营救；救援,六级
reservation,n. 预订,六级
reservation,n. 贮存；贮藏,六级
resign,v. 辞职,六级
resistant,a. (to)抵抗的；抗...的；耐...的,四级
resolve,vt. 解决；决定；决意,四级
resolve,v. 解决；决心,雅思
resort,v. 求助；凭借；诉诸,六级
respectable,α. 可尊敬的,六级
restore,v. 恢复；修复,雅思
restrain,vt. 阻止；抑制,四级
restraint,n. 抑制；限制,四级
restrict,vt. 限制；约束,四级
restrict,v. 限制；约束,雅思
resume,v. （中断后）重新开始,四级
resume,v. 重新开始；继续,六级
retail,n./v./ad. 零售,四级
retain,vt. 保留；保持,四级
reveal,v. 揭示；透露,雅思
revenge,v. 报仇；报复,六级
revenue,n. 税收；岁入,六级
revise,v. 修订；修改,雅思
rewarding,α. 值得的,六级
rival,n. 竞争对手,六级
rough,α. 粗略的；不精确的,六级
route,n. 路；路线；航线,四级
routine,n. 常规；惯例；例行公事,六级
rude,α. 粗鲁的；不礼貌的,六级
ruin,v. 毁坏；破坏 n. 毁灭；[pl.]废墟,四级
sake,n. 缘故；理由,四级
satellite,n. 卫星,四级
satisfy,v. 满足；令……满意,雅思
scale,n. 大小；规模；等级；刻度,四级
scale,n. 规模；刻度； 等级 vt.测量,雅思
scan,vt. 细看；扫描；浏览,四级
scandal,n. 丑事；丑闻,四级
scene,n. 景色；景象,六级
scorn,n. 轻蔑；鄙视,六级
scratch,v./n. 抓；搔；扒,四级
secure,a. 安全的；可靠的,四级
security,n. 安全；保障,四级
select,v. 选择；挑选,雅思
semester,n. 学期；半年,四级
semiconductor,n. 半导体,四级
seminar,n. 研讨会,四级
sensitive,α. 敏感的,六级
severe,a. 严重的,四级
sexual,a. 性的,四级
sheer,α. 完全的；十足的,六级
shift,n.改变；轮班 vt.改变； 变速,雅思
shift,v. 转移；转动；转变,四级
shortage,n. 短缺；不足,六级
shrewd,α. 精明的,六级
shrink,vi. 起皱；收缩；退缩,四级
significance,n. 意义；重要性,四级
simplicity,n. 简单；朴素,四级
simplify,v. 简化,雅思
simplify,vt. 简化,四级
simultaneously,ad. 同时发生地,六级
slide,v. 滑动；滑落 n. 滑动；滑面；幻灯片,四级
slip,v. 滑动；滑落；忽略,四级
slope,n. 斜坡；斜面,四级
smash,n. 打碎；粉碎,六级
somewhat,ad. 颇为；稍稍；有几分,六级
sophisticated,a. 老于世故的；老练的；很复杂的,四级
sorrow,n. 悲哀；悲痛,四级
spill,v. 溢出；溅出；倒出,四级
spit,v. 吐（唾液等）；唾弃,四级
splendid,a. 极好的；壮丽的；辉煌的,四级
split,v. 劈开；割裂；分裂 a.裂开的,四级
sponsor,n. 发起者；主办者; vt. 发起；主办；资助,四级
spontaneously,ad. 自发地；自然产生地,六级
spot,n. 地点；斑点; vt. 认出；发现；玷污,四级
spray,v. 喷；（使）溅散,四级
spread,n.展开； 传播； 分布 v.展开； 传播,雅思
spreadsheet,n.电子制表软件,雅思
spur,n./vt. 刺激；激励,四级
stability,n. 稳定(性)；稳固,六级
stable,a. 稳定的,四级
stack,n. 堆；一堆,六级
stale,a. 不新鲜的；陈腐的,四级
standard,n. 标准,六级
startlingly,ad. 惊人地,六级
stationary,α. 固定的,六级
stimulate,vt. 刺激；激励,四级
stimulate,v. 刺激；激励,雅思
strategic,a. 战略（上）的；关键的,四级
strategy,n. 战略；策略,四级
stripe,n. 条纹,四级
stuff,n. 原料；材料; vt. 填进；塞满,四级
subordinate,α. 次要的；从属的,六级
subsequent,a. 随后的；后来的,四级
subsequent,adj. 随后的；继后的,雅思
substance,n. 物质；实质,四级
substantial,a. 可观的；牢固的；实质的,四级
substitute,v. 代替；替换,雅思
substitute,n. 代用品; vt. 代替,四级
subtle,α. 微妙的；精巧的；细微的,六级
subtract,v. 减（去）,四级
suburb,n. 市郊,四级
subway,n. 地铁,四级
suffer,vt.遭受； 忍受 vi.受痛苦； 受损害,雅思
sufferer,n.受害者,雅思
suffering,n.苦楚； 受难 adj.受苦的； 患病的,雅思
superficial,α. 肤浅的,六级
supervise,v. 监督；管理,雅思
surface,n. 表面,六级
survey,n./vt. 调查；勘测,四级
suspicion,n. 怀疑；疑心,四级
suspicious,a. 怀疑的；可疑的,四级
suspicious,α. 对……怀疑,六级
sustain,v. 维持；支撑,雅思
swallow,v. 吞下；咽下 n. 燕子,四级
tackle,v. 解决；处理,六级
talent,n. 才能；天资；人才,四级
target,n. 目标；靶子; vt. 瞄准,四级
tedious,α. 冗长的；乏味的,六级
tedious,a. 乏味道；单调的,四级
temperament,n. 气质；性格,六级
temple,n. 庙宇,四级
temporary,a. 暂时的；临时的,四级
tempt,v. 引诱；劝诱,六级
tempt,v. 引诱；劝诱,六级
temptation,n. 诱惑；引诱,四级
tend,vi.易于；趋向,四级
tendency,n.趋向；趋势,四级
tender,a. 温柔的；脆弱的,四级
tense,a. 紧张的; v. 拉紧; n. 时态,四级
tension,n. 紧张（状态）；张力,四级
terminal,a. 末端的；极限的; n. 终点,四级
terminate,v. 终止；结束,六级
territory,n. 领土,四级
terror,n. 恐怖,四级
the Antarctic Ocean,南冰洋,四级
the Arctic Ocean,北冰洋,四级
the Atlantic Ocean,大西洋,四级
the Pacific Ocean,太平洋,四级
threshold,n. 开端；入口,六级
thrust,v. 挤；推；插,四级
tide,n. 潮汐；潮流,四级
tidy,a. 整洁的；整齐的,四级
tiny,adj.很少的； 微小的,雅思
tolerance,n. 容忍；忍耐力,六级
torture,n./vt. 拷打；折磨,四级
trace,vt. 追踪；找到 n. 痕迹；踪迹,四级
transaction,n. 处理；办理；交易,六级
transform,v. 转变；变革；变换,四级
transform,v. 转变；改变,雅思
transition,n. 过渡；转变,六级
transmit,v. 传播；播送；传递,四级
transmit,v. 传播；传递,六级
transplant,v. 移植,四级
transport,vt. 运输；运送 n. 运输；运输工具,四级
trap,n. 陷阱；圈套 v. 设陷阱捕捉,四级
treaty,n. 条约；协定,四级
trend,n. 倾向；趋势,六级
triumph,n. 胜利；成功,四级
triumphantly,ad. (欣喜)胜利地；成功地,六级
trivial,α. 琐碎的；不重要的,六级
tuition,n.学费,雅思
tuition,n. 学费,四级
turbulent,α. 动荡的；混乱的,六级
twist,vt. 使缠绕；转动；扭歪,四级
ultimate,a. 极端的；最大的；最终的 n. 极端,四级
undergo,v. 经历；遭受,四级
undergraduate,n. 大学肄业生,四级
underlying,α. 潜在的,六级
undertake,vt. 承担；着手做；同意；答应,四级
unexpectedly,ad. 意外地,六级
unify,v. 统一；使成为一体,雅思
unique,a. 唯一的；独特的,四级
universal,a. 普遍的；通用的；宇宙的,四级
universe,n. 宇宙,四级
utilize,v. 利用；使用,雅思
vacant,a. 空的；未占用的,四级
vacuum,n. 真空；真空吸尘器,四级
vague,a. 模糊的；不明确的,四级
vain,a. 徒劳的；无效的,四级
vain,n. 徒劳；白费,四级
valid,a. 有效的；有根据的；正当的,四级
valley,n. 山谷；峡谷,四级
vanish,vi. 消灭；不见,四级
variable,a. 易变的；可变的,四级
variation,n. 变化；变动,六级
vary,v. 变化；改变；使多样化,四级
vary,v. 变化；不同,雅思
vast,adj. 辽阔的； 大量的,雅思
venture,n. 风险投资；风险项目; v. 冒险；取于,四级
verify,v. 验证；核实,雅思
verify,v. 证实；证明,六级
versatile,α. 多才多艺的,六级
version,n. 版本；译本；说法,四级
vertical,a. 垂直的,四级
vessel,n. 船舶；容器；器皿；血管,四级
via,prep. 经由；经过；通过,四级
vibrate,v. 振动；摇摆,四级
victim,n. 牺牲品；受害者,四级
video,n. 电视；视频 a. 电视的；录像的,四级
videotape,n. 录像磁带 v. 把...录在录像带上,四级
view,v. 视为；看做,六级
virtual,adj.实质的；实际上的,雅思
virtual,a. 实际上的；事实上的,四级
virtually,adv.事实上,雅思
virtually,ad. 事实上；实际地,六级
virtue,n. 美德；优点,四级
virus,n. 病毒,四级
vivid,α. 生动的；栩栩如生的,六级
vivid,a. 生动的,四级
vocabulary,n. 词汇（量）；词汇表,四级
void,α. 无效的,六级
voluntary,a. 自愿的,四级
volunteer,n. 志愿者; v. 自愿（做）,四级
vote,v. 选举; n. 选票,四级
vulnerable,α. 易受伤的,六级
wagon,n. 四轮马车；铁路货车,四级
waist,n. 腰；腰部,四级
wander,vi. 漫游；闲逛,四级
warehouse,n. 货仓,六级
wax,n. 蜡,四级
way,n. 方式,六级
wealthy,a. 富裕的,四级
weave,v. 织；编,四级
weld,v./n. 焊接,四级
wonder,n. 惊奇；奇迹 v. 想知道；对...感到疑惑,四级
worth,α. 值得,六级
wreck,v. (船只)失事,六级
yawn,vi. 打哈欠,四级
yield,vi. (to) 屈服于；让出；放弃; n. 产量,四级
zone,n. 地区；区域,四级
authority,n. 权威；当局,四级
founder,n.建立者 vt.使沉没； 失败,雅思
stuff,n. 原料；材料; vt. 填进；塞满,四级
denial,n. 否认；否定；拒绝给与(正义；权利),六级
available,a. 现成可用的；可得到的,四级
applaud,v. 赞扬；称赞,六级
priority,n. 优先；重点,四级
achievement,n.成就； 功绩,雅思
network,n. 网状物；广播网；电视网；网络,四级
base,v. 建立在……的基础上,六级
hierarchy,n.层次；层级,雅思
conform,v. 符合；遵守；适应,六级
embarrassing,α. 令人尴尬的,六级
guarantee,n. 保修单,六级
arouse,vt. 引起；激起；唤醒,四级
exclusively,ad. 仅仅地,六级
attribute,v. 归因于,六级
subway,n. 地铁,四级
pastime,n. 消遣；娱乐,六级
blur,v. 使模糊不清,雅思
participate,v. 参与；参加,雅思
diverse,a. 不同的；多种多样的,四级
repetition,n. 重复；反复,四级
enhance,v. 提高；增加,六级
impose,v. 把……强加于,六级
fatal,α. 致命的；毁灭性的,六级
scan,vt. 细看；扫描；浏览,四级
expire,v. 到期；期满,六级
commitment,n. 承诺；许诺,六级
vary,v. 变化；改变；使多样化,四级
derive,v. 得到；源自,雅思
casual,a. 偶然的；碰巧的；临时的；非正式的,四级
guilt,n. 犯罪,六级
drain,v. 渐渐耗尽,六级
acid,n. 酸；酸性物质 a. 酸的；尖刻的,四级
debate,n. 争论；辩论,六级
refresh,v. 提神；使清新,六级
stimulate,v. 刺激；激励,雅思
layer,n.层； 阶层,雅思
humble,a. 谦逊的；谦虚的,四级
ambiguous,α.模棱两可的；模糊的,六级
inevitable,a. 不可避免的,四级
potential,α. 可能的；潜在的,六级
humor,n. 情绪；心境,六级
prior,a. 优先的；在前的,四级
virtue,n. 美德；优点,四级
restraint,n. 抑制；限制,四级
commentary,α. 实况报道,六级
vast,adj. 辽阔的； 大量的,雅思
premise,n. 前提；假设,六级
vast,adj. 辽阔的； 大量的,雅思
legislation,n. 立法；法律,六级
superficial,α. 肤浅的,六级
linger,v. 逗留；徘徊；留恋；迟缓；拖延,六级
current,α. 当前的,六级
slip,v. 滑动；滑落；忽略,四级
indifference,n. 不关心；冷漠,六级
blur,v. 使模糊不清,雅思
illusion,n. 错觉；假象,六级
sexual,a. 性的,四级
oral,a. 口头的；口述的；口的,四级
achievement,n.成就； 功绩,雅思
split,v. 劈开；割裂；分裂 a.裂开的,四级
cite,v. 引用；提到,雅思
deprive,v. 剥夺,六级
explicitly,ad. 明确地,六级
monitor,v. 检测；监测,六级
drift,v. 漂移；漂流,雅思
accelerate,v. 加速；促进,雅思
crucial,adj.至关紧要的,雅思
resolve,vt. 解决；决定；决意,四级
enhance,v. 提高；增加,六级
likelihood,n. 可能；可能性,四级
tender,a. 温柔的；脆弱的,四级
endure,v. 忍受；忍耐,六级
aspect,n. 方面；朝向；面貌,四级
excess,n. 过分；过量；过剩,四级
vary,v. 变化；改变；使多样化,四级
grand,a. 宏伟大；壮丽的；重大的,四级
follow,v. 遵从,六级
induce,v. 劝诱；诱导,六级
resistant,a. (to)抵抗的；抗...的；耐...的,四级
universal,a. 普遍的；通用的；宇宙的,四级
adjust,v. 调整；调节,四级
compulsory,α. 强迫的；强制的；义务的,六级
approve,v. 赞成；同意；批准,四级
tuition,n. 学费,四级
lease,n. 租约；契约,六级
subway,n. 地铁,四级
explicitly,ad. 明确地,六级
ability,n. 能力；才能,雅思
exploit,v. 剥削；利用；开采,四级
limitation,n. 局限性；缺点,六级
auxiliary,a. 辅助的；备用的,四级
rescue,v. 营救；救援,六级
shift,v. 转移；转动；转变,四级
identical,α. 相同的；一样的,六级
private,a. 私人的；个人的,四级
extinct,α. 灭绝的；绝种的,六级
purchase,v. 购买,雅思
justify,v. 证明……是正当的；为……辩护,雅思
catalog,n. 目录（册） v. 编目,四级
competitive,α.竞争性的；具有竞争力的,六级
vast,adj. 辽阔的； 大量的,雅思
worth,α. 值得,六级
delicate,α. 精细的；微妙的；精心处理的,六级
subsequent,a. 随后的；后来的,四级
seminar,n. 研讨会,四级
denial,n. 否认；否定；拒绝给与(正义；权利),六级
grant,vt. 授予；同意；准予,四级
harmony,n. 与……协调一致；和谐,六级
provision,n.供应； (一批)供应品； 预备； 规定,雅思
debate,n./v. 辩论；争论,四级
priority,n. 优先(权),六级
diminish,v. 减少；缩小,雅思
provided,conj.倘若,雅思
prospect,n. 前景；可能性,六级
refute,v. 证明……不对(是错误的)；驳诉,六级
encouragement,n. 鼓励,六级
survey,n./vt. 调查；勘测,四级
algebra,n. 代数,四级
revenue,n. 税收；岁入,六级
transmit,v. 传播；传递,六级
conservative,α. 保守的；传统的,六级
remarkable,a. 值得注意的；异常的；非凡的,四级
commence,v. 开始,六级
expel,v. 驱逐；开除；赶出,四级
impose,v. 强加；施加,雅思
advantage,n.优势； 利益,雅思
capture,vt. 俘虏；捕获,四级
access,n. 入口；通路；接触,六级
select,v. 选择；挑选,雅思
ancient,adj.远古的；旧的,雅思
stimulate,v. 刺激；激励,雅思
spit,v. 吐（唾液等）；唾弃,四级
informative,adj.提供情报的； 见闻广博的,雅思
enhance,v. 提高；增加,六级
blast,n. 爆炸；气流 vi. 炸；炸掉,四级
orchestra,n. 管弦乐队,四级
hollow,a. 空的；中空的；空虚道,四级
analogy,n. 相似；模拟；类比,六级
brief,adj. 简短的；简洁的,雅思
increasingly,ad. 日益；越来越多地,六级
minimum,a. 最低的；最小的 n.,四级
explore,v. 探索；调查,雅思
petrol,n. 汽油,四级
feeble,α. 脆弱的；虚弱的,六级
deter,v. 威慑；阻止,雅思
expansive,adj.易扩大的；豪爽的,雅思
reservation,n. 预订,六级
impact,n. 影响；作用,雅思
controversy,n. 争论；辩论,六级
advantage,n.优势； 利益,雅思
acquire,vt. 取得；获得；学到,四级
boundary,n. 分界线；边界,四级
